date,survivor,time,killer,map,self survived,total survived,bloodpoints,killersalt,survivorsalt,swfcount,perk1,perk2,perk3,perk4,crossplay,platform,notes
2021-09-26,David,1637,Cenobite,Father Campbell's Chapel,0,1,18707,,,3,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-09-26,Felix,1600,Blight,Blood Lodge,1,1,19630,,,2,Unbreakable,Decisive Strike,Adrenaline,Windows,1,PC,
2021-09-26,Felix,1657,Nemesis,Haddonfield,0,1,18144,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Felix,1712,Pyramid Head,Torment Creek,1,3,20250,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Felix,1723,Freddy,Sanctum of Wrath,0,0,17794,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Felix,1740,Trickster,Father Campbell's Chapel,0,1,15231,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Jeff,1802,Hillbilly,Badham Preschool,1,3,18643,,,4,Breakdown,Distortion,Aftercare,None,1,PC,Adept Jeff
2021-09-26,David,1846,Demogorgon,Fractured Cowshed,0,0,14177,,,4,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-09-26,David,1929,Cenobite,Pale Rose,1,2,28171,,,4,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-09-26,David,1947,Plague,Sanctum of Wrath,0,1,15206,,,4,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-09-26,Zarina,2007,Huntress,Sanctum of Wrath,1,3,21963,,,4,Off the Record,Red Herring,For the People,None,1,PC,
2021-09-26,Felix,2027,Cenobite,Mother's Dwelling,0,1,15611,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Felix,2046,Cenobite,Father Campbell's Chapel,0,1,14234,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-26,Felix,2105,Trapper,Wretched Shop,1,3,23168,,,4,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-27,Jane,2038,Legion,Disturbed Ward,1,1,28399,,,2,Poised,Head On,Solidarity,None,1,PC,Adept Jane
2021-09-27,Cheryl,2101,Legion,Midwich,1,4,18166,,,2,Soul Guard,Blood Pact,Repressed Alliance,None,1,PC,Adept Cheryl
2021-09-27,Steve,2115,Clown,Father Campbell's Chapel,0,0,6887,,,2,Babysitter,Camaraderie,Second Wind,None,1,PC,
2021-09-27,Steve,2129,Freddy,Mother's Dwelling,0,0,11525,,,2,Babysitter,Camaraderie,Second Wind,None,1,PC,
2021-09-27,Steve,2153,Deathslinger,The Game,0,1,29760,,,2,Babysitter,Camaraderie,Second Wind,None,1,PC,
2021-09-27,Steve,2244,Cenobite,Midwich,0,0,12399,,,2,Babysitter,Camaraderie,Second Wind,None,1,PC,
2021-09-27,Steve,2310,Legion,RCPS,1,2,21186,,,2,Babysitter,Camaraderie,Second Wind,None,1,PC,
2021-09-28,Felix,1930,Blight,Wretched Shop,0,0,11907,,,2,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-28,Felix,1944,Clown,Treatment Theater,1,3,23309,,,2,Unbreakable,Decisive Strike,Adrenaline,Dead Hard,1,PC,
2021-09-28,Felix,2003,Myers,Wretched Shop,1,4,23124,,,2,Borrowed,WGLF,Self Care,Empathy,1,PC,
2021-09-28,Felix,2021,Trapper,Rancid Abattoir,0,1,18507,,,2,Borrowed,WGLF,Self Care,Empathy,1,PC,
2021-09-28,Felix,2046,Huntress,Azarov's Resting Place,0,0,14813,,,2,Ace in the Hole,Plunderer's Instinct,Pharmacy,Bond,1,PC,
2021-09-28,Felix,2119,Cannibal,Pale Rose,0,0,20247,,,2,Mettle of Man,WGLF,Self Care,Empathy,1,PC,
2021-09-28,Felix,2139,Plague,Midwich,0,0,17177,,,2,Borrowed,WGLF,Self Care,Empathy,1,PC,
2021-09-28,Felix,2157,Trickster,The Game,1,1,21653,,,2,Borrowed,WGLF,Self Care,Empathy,1,PC,
2021-09-28,Elodie,2215,Cannibal,Thompson House,1,3,16593,,,2,Kindred,Lightweight,Hope,Deception,1,PC,
2021-09-28,Felix,2240,Clown,The Game,0,0,22942,,,2,Wake Up,Hope,Decisive,Sole Survivor,1,PC,
2021-09-28,Felix,2301,Nemesis,Gas Heaven,0,0,18340,,,2,Wake Up,Hope,Adrenaline,Sole Survivor,1,PC,
2021-09-28,Felix,2251,Demogorgon,Ormond,1,3,17520,,,2,Wake Up,Hope,Adrenaline,Sole Survivor,1,PC,
2021-10-02,Felix,243,Huntress,Pale Rose,0,2,10166,,,1,Wake Up,Hope,Adrenaline,Sole Survivor,1,PC,
2021-10-02,Felix,303,Deathslinger,Fractured Cowshed,1,3,20983,,,1,Unbreakable,Decisive Strike,Dead Hard,Spine Chill,1,PC,
2021-10-02,Felix,319,Nemesis,Rancid Abattoir,0,0,12533,,,1,Unbreakable,Decisive Strike,Dead Hard,Spine Chill,1,PC,
2021-10-03,Felix,330,Legion,Ormond,1,2,24238,,,1,Appraisal,Ace in the Hole,Plunderer's Instinct,Bond,1,PC,
2021-10-03,Felix,2059,Blight,Rotten Fields,1,1,26097,,,2,Appraisal,Ace in the Hole,Plunderer's Instinct,Bond,1,PC,
2021-10-03,Felix,2115,Blight,Rotten Fields,0,2,14895,,,2,Unbreakable,Decisive Strike,Dead Hard,Windows,1,PC,
2021-10-03,Felix,2134,Myers,Pale Rose,0,1,23975,,,2,WGLF,Empathy,Borrowed Time,Self Care,1,PC,
2021-10-03,David,2159,Blight,Father Campbell's Chapel,0,2,25840,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-03,David,2221,Wraith,Ormond,1,1,18237,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-04,David,2332,Doctor,Ormond,1,3,27733,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-04,David,2358,Nurse,Midwich,0,1,23946,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-05,Felix,2152,Huntress,Badham Preschool,0,0,10936,,,2,Ace in the Hole,Appraisal,Plunderer's Instinct,Bond,1,PC,
2021-10-05,David,2215,Cannibal,Disturbed Ward,1,3,28399,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-05,David,2234,Ghostface,Ironworks of Misery,0,0,19524,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-06,David,2146,Cannibal,Badham Preschool,1,4,24809,,,2,WGLF,Self Care,Empathy,Botany Knowledge,1,PC,
2021-10-06,Felix,2203,Ghostface,Wrecker's Yard,0,0,12545,,,2,Ace in the Hole,Appraisal,Plunderer's Instinct,Bond,1,PC,
2021-10-06,Felix,2222,Trickster,Ironworks of Misery,0,2,18132,,,2,Ace in the Hole,Pharmacy,Plunderer's Instinct,Bond,1,PC,
2021-10-06,Felix,2242,Nurse,Haddonfield,1,4,20831,,,2,Ace in the Hole,Pharmacy,Plunderer's Instinct,Bond,1,PC,
2021-10-06,Felix,2302,Huntress,Wretched Shop,0,0,15933,,,2,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-06,Felix,2219,Legion,Treatment Theater,0,0,11239,,,2,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,206,Nemesis,Treatment Theater,0,0,19770,0,2,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,224,Ghostface,Ironworks of Misery,1,4,25157,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,246,Myers,Pale Rose,1,2,22273,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,302,Wraith,Mother's Dwelling,1,2,18821,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,317,Cannibal,Ormond,0,0,10402,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,412,Legion,Midwich,1,3,23103,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,420,Spirit,Shelter Woods,0,0,5064,0,1,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,436,Ghostface,Temple of Purgation,0,2,16093,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,459,Huntress,Father Campbell's Chapel,1,4,25508,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,514,Cannibal,Ormond,1,4,23938,-1,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,526,Demogorgon,Ormond,1,4,21781,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,541,Cenobite,Rotten Fields,0,0,15525,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,558,Nemesis,Mother's Dwelling,0,0,16231,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,615,Cannibal,Treatment Theater,1,4,22053,0,0,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,625,Deathslinger,RCPS,0,1,12378,0,1,1,Inner Strength,Small Game,Detective's Hunch,Counterforce,1,PC,
2021-10-07,Felix,1107,Huntress,Badham Preschool,0,0,8711,0,0,2,Unbreakable,Decisive Strike,Spine Chill,Windows,1,PC,
2021-10-07,Felix,2326,Wraith,Crotus Penn Asylum,1,2,25244,0,0,2,Unbreakable,Decisive Strike,Spine Chill,Windows,1,PC,
2021-10-08,Felix,2200,Trickster,Badham Preschool,0,0,15173,0,0,2,Unbreakable,Decisive Strike,Spine Chill,Windows,1,PC,
2021-10-08,Felix,2215,Doctor,Mother's Dwelling,1,2,17571,0,0,2,Unbreakable,Decisive Strike,Spine Chill,Windows,1,PC,
2021-10-08,Felix,2233,Wraith,Temple of Purgation,0,0,4665,0,0,2,Unbreakable,Decisive Strike,Spine Chill,Windows,1,PC,
2021-10-08,Felix,2257,Legion,The Game,1,1,22500,0,0,2,Ace in the Hole,Pharmacy,Plunderer's Instinct,Bond,1,PC,
2021-10-08,Felix,2309,Oni,Family Residence,0,0,2950,0,0,2,Ace in the Hole,Pharmacy,Plunderer's Instinct,Bond,1,PC,
2021-10-08,Felix,2322,Blight,Grim Pantry,0,0,5096,0,0,2,Ace in the Hole,Pharmacy,Plunderer's Instinct,Bond,1,PC,
2021-10-08,Adam,1522,Trapper,Azarov's Resting Place,0,1,23345,0,0,2,None,None,None,None,1,PC,
2021-10-08,Claudette,1534,Myers,Treatment Theater,0,0,16199,0,0,2,None,None,None,None,1,PC,
2021-10-10,Claudette,820,Huntress,Disturbed Ward,0,0,15273,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,833,Huntress,Treatment Theater,0,3,15383,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,856,Ghostface,The Game,1,1,19949,0,1,2,None,None,None,None,1,PC,
2021-10-10,Dwight,1654,Deathslinger,Fractured Cowshed,0,2,19880,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,1706,Deathslinger,Wretched Shop,1,3,15317,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,1720,Myers,The Game,0,1,5867,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,1735,Nurse,RCPS,1,1,18302,0,0,2,None,None,None,None,1,PC,
2021-10-10,Dwight,1745,Cannibal,Midwich,0,1,7540,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,1802,Ghostface,Hawkins,1,4,18159,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,2049,Clown,Treatment Theater,1,4,17684,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,2102,Clown,Midwich,1,4,18247,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,2119,Cenobite,Thompson House,0,1,12540,0,1,2,None,None,None,None,1,PC,
2021-10-10,Meg,2143,Pig,Badham Preschool,1,3,25374,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,2207,Cenobite,Haddonfield,0,0,21035,0,0,2,None,None,None,None,1,PC,
2021-10-10,Meg,2241,Clown,Grim Pantry,1,4,21113,0,0,2,None,None,None,None,1,PC,
2021-10-10,David,2343,Legion,Pale Rose,0,1,25292,0,0,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-12,David,2056,Clown,Family Residence,1,2,18241,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2114,Deathslinger,Wrecker's Yard,NA,NA,4977,1,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,hacker
2021-10-12,David,2133,Hillbilly,Pale Rose,0,0,17929,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2157,Trapper,Midwich,0,0,9409,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2216,Myers,Azarov's Resting Place,0,0,11858,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2232,Nemesis,Ironworks of Misery,1,3,18115,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2246,Trapper,Ormond,1,4,17636,0,-1,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2312,Wraith,Temple of Purgation,1,4,17160,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2316,Legion,Midwich,1,4,16937,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-12,David,2359,Nemesis,Sanctum of Wrath,0,0,11337,0,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-13,David,15,Trickster,Mother's Dwelling,1,1,13127,1,0,2,Sole Survivor,Decisive Strike,Mettle of Man,Left Behind,1,PC,
2021-10-13,David,2229,Demogorgon,Coal Tower,0,0,19999,0,0,3,Unbreakable,Decisive Strike,Adrenaline,Borrowed,1,PC,
2021-10-13,David,2300,Pyramid Head,Sanctum of Wrath,0,0,13422,0,0,3,Unbreakable,Decisive Strike,Dead Hard,Borrowed,1,PC,
2021-10-15,Felix,2253,Deathslinger,Haddonfield,0,0,21774,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-15,Adam,2309,Trickster,Ormond,0,0,9631,0,0,2,Deliverance,We'll Make It,Diversion,None,1,PC,
2021-10-15,Felix,2332,Clown,RCPS,0,1,22305,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-15,Felix,2352,Cannibal,Grim Pantry,1,1,18850,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,David,20,Nemesis,Grim Pantry,0,,15301,0,0,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,David,46,Ghostface,Suffocation Pit,0,0,18475,0,2,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,Adam,616,Ghostface,Badham Preschool,1,4,8798,0,0,1,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,Adam,740,Ghostface,Thompson House,0,3,20664,0,0,1,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,Adam,751,Spirit,RCPS,0,0,7960,0,0,1,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,Adam,802,Trapper,Hawkins,0,3,9756,0,0,1,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,Adam,910,Blight,Pale Rose,1,4,19669,1,2,2,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,David,923,Doctor,Azarov's Resting Place,0,3,28277,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,David,943,Clown,Hawkins,1,4,25255,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,David,957,Cenobite,Shelter Woods,0,0,14959,0,1,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,Adam,2039,Deathslinger,Torment Creek,0,3,8958,0,0,2,Deliverance,Decisive Strike,We'll Make It,Autodidact,1,PC,
2021-10-16,David,2059,Legion,Ironworks of Misery,1,3,25023,0,1,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-16,David,2119,Hillbilly,Hawkins,0,2,17959,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-17,David,1000,Demogorgon,Ormond,0,,14759,,,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-17,David,2202,Oni,Azarov's Resting Place,0,0,13259,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-17,David,2226,Huntress,Temple of Purgation,1,4,27389,0,0,2,Self Care,Empathy,WGLF,Borrowed,1,PC,25 hours on record
2021-10-17,Felix,2246,Wraith,Rancid Abattoir,0,1,13847,0,1,2,Unbreakable,Tenacity,Power Struggle,Flip-Flop,1,PC,
2021-10-17,Felix,2304,Huntress,Father Campbell's Chapel,1,3,19224,0,0,2,Unbreakable,Tenacity,Power Struggle,Flip-Flop,1,PC,
2021-10-18,David,620,Pyramid Head,Ironworks of Misery,1,2,19544,0,2,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-18,David,637,Nemesis,Father Campbell's Chapel,0,,17920,,,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-18,David,700,Nemesis,Rotten Fields,0,3,19395,0,0,1,Self Care,Empathy,WGLF,Borrowed,1,PC,
2021-10-19,Mikaela,1824,Myers,Badham Preschool,0,0,10651,0,1,2,Circle of Healing,Shadowstep,None,None,1,PC,
2021-10-20,Mikaela,118,Ghostface,Temple of Purgation,0,0,7375,0,0,1,Circle of Healing,Shadowstep,Clairvoyance,None,1,PC,
2021-10-20,Mikaela,134,Legion,Ormond,0,0,17393,0,0,1,Circle of Healing,Shadowstep,Clairvoyance,None,1,PC,Adept
2021-10-20,Mikaela,134,Legion,Ormond,0,0,18763,0,0,1,Circle of Healing,Shadowstep,Up the Ante,None,1,PC,
2021-10-20,Mikaela,257,Huntress,Hawkins,1,3,13566,0,0,1,Circle of Healing,Shadowstep,Up the Ante,None,1,PC,
2021-10-20,Mikaela,309,Cannibal,The Game,0,,9497,,,1,Circle of Healing,Shadowstep,Bond,Self Care,1,PC,
2021-10-20,Meg,329,Hag,Midwich,0,,17529,,,1,Decisive Strike,Unbreakable,Adrenaline,Windows,1,PC,
2021-10-20,Mikaela,355,Ghostface,Family Residence,1,4,21515,0,0,1,Circle of Healing,Shadowstep,Bond,Self Care,1,PC,
2021-10-20,Meg,2125,Clown,Coal Tower,0,0,17326,0,0,2,Decisive Strike,Unbreakable,Adrenaline,Windows,1,PC,
2021-10-20,Meg,2147,Cenobite,Temple of Purgation,0,0,17979,0,0,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-22,Felix,2140,Pig,Pale Rose,1,3,24508,0,0,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-22,Felix,2202,Legion,Midwich,0,0,17539,0,0,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-22,Felix,2221,Huntress,Fractured Cowshed,1,4,13065,1,1,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-22,Felix,2240,Legion,Haddonfield,1,1,20710,0,0,2,Decisive Strike,Unbreakable,Dead Hard,Windows,1,PC,
2021-10-22,Felix,2256,Cannibal,Blood Lodge,1,1,18238,0,1,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-22,Felix,2314,Legion,Azarov's Resting Place,0,0,15303,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-22,Felix,2330,Demogorgon,Haddonfield,1,2,21257,0,1,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-22,Felix,2355,Trapper,Temple of Purgation,1,1,24955,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,7,Doctor,Ormond,1,3,18780,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,24,Cannibal,Disturbed Ward,0,0,15288,0,1,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,44,Cannibal,Azarov's Resting Place,0,1,18103,0,1,2,Fast Track,Stake Out,Self Care,Spine Chill,1,PC,
2021-10-24,Felix,1211,Doctor,Haddonfield,1,4,16280,0,0,4,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,1227,Myers,Sanctum of Wrath,1,4,22757,0,0,4,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,1244,Blight,Groaning Storehouse,1,3,25057,0,0,4,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,1312,Pig,Treatment Theater,0,0,17564,0,0,4,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-24,Felix,2234,Huntress,Torment Creek,0,0,17766,0,0,4,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-27,Mikaela,2047,Cannibal,Hawkins,0,0,9909,0,0,1,Wake Up,Shadowstep,Circle of Healing,Small Game,1,PC,Camping Bubba
2021-10-27,Mikaela,2216,Doctor,Disturbed Ward,0,1,18782,0,0,2,Wake Up,Shadowstep,Circle of Healing,Small Game,1,PC,
2021-10-27,Mikaela,2230,Trapper,Hawkins,1,1,19577,0,0,2,Wake Up,Shadowstep,Circle of Healing,Small Game,1,PC,
2021-10-27,Mikaela,2244,Myers,Hawkins,1,4,15197,0,0,2,Wake Up,Shadowstep,Circle of Healing,Small Game,1,PC,
2021-10-29,Felix,2218,Pig,Hawkins,0,2,22775,0,1,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-29,Felix,2241,Nemesis,Midwich,0,1,21994,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-29,Felix,2301,Pyramid Head,Mother's Dwelling,1,1,16989,0,1,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-29,Felix,2318,Nurse,Azarov's Resting Place,1,2,17424,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-29,Felix,2340,Trickster,Shelter Woods,0,0,19841,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,832,Pig,Sanctum of Wrath,0,0,20439,0,0,2,Fast Track,Stake Out,Small Game,Circle of Healing,1,PC,
2021-10-30,Felix,2020,Doctor,Ormond,1,3,27798,0,0,2,Fast Track,Stake Out,Small Game,Circle of Healing,1,PC,
2021-10-30,Felix,2036,Deathslinger,Midwich,1,2,20619,0,0,2,Fast Track,Stake Out,Small Game,Circle of Healing,1,PC,
2021-10-30,Felix,2055,Deathslinger,Ormond,1,3,29425,0,0,2,Fast Track,Stake Out,Small Game,Circle of Healing,1,PC,
2021-10-30,Felix,2113,Nemesis,Ironworks of Misery,0,0,14636,0,0,2,Fast Track,Stake Out,Small Game,Circle of Healing,1,PC,
2021-10-30,Felix,2132,Twins,Hawkins,1,4,18867,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,2153,Cannibal,Mother's Dwelling,1,2,14807,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,2207,Nemesis,Disturbed Ward,0,1,18566,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,2224,Hillbilly,Ironworks of Misery,1,2,19569,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,2240,Nemesis,Badham Preschool,1,4,17981,0,0,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,
2021-10-30,Felix,,,,,,,,,2,Fast Track,Stake Out,Better Together,Prove Thyself,1,PC,